name,spec,price,link
Spacious holiday gite with pool in Dordogne - AD006993,"Bedrooms 4, Sleeps 8",£595 to £1250 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD006993/index.htm
Holiday gite near the village of Vieillevie - OC004638,"Bedrooms 2, Sleeps 3, Ratings 2 9.8/10",£450 to £650 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/OC004638/index.htm
"Lovely house with private pool, Aquitaine - AT006019","Bedrooms 3, Sleeps 6, Ratings 2 10/10",£1995 to £2500 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AT006019/index.htm
Gite for holiday rental near Quillan - RA003651,"Bedrooms 1, Sleeps 3, Ratings 7 10/10",£420 to £580 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/RA003651/index.htm
Large holiday gite in a Normandy village - NM006184,"Bedrooms 3, Sleeps 10, Ratings 9 9.4/10",£365 to £475 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM006184/index.htm
Holiday accommodation plus pool in Argol - BF001630_E,"Bedrooms 3, Sleeps 6, Ratings 2 9.7/10",€1200 to €1800 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BF001630_E/index.htm
"House to let, private pool, rural Charente - PC007247","Bedrooms 3, Sleeps 6, Ratings 1 8.5/10",£658 to £1155 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PC007247/index.htm
"Large Holiday house & pool for 12, Languedoc - RP006114","Bedrooms 6, Sleeps 12",£2500 to £3300 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/RP006114/index.htm
"Windmill & private pool to let, Aquitaine - AT007728","Bedrooms 1, Sleeps 2",£640 to £1103 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AT007728/index.htm
Holiday cottage with pool in rural Vendee - LV004738,"Bedrooms 3, Sleeps 7, Ratings 1 5.7/10",£700 to £1150 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LV004738/index.htm
"Peaceful Cottage to let Pounerin, Brittany - BN006391","Bedrooms 2, Sleeps 5, Ratings 1 10/10",£400 to £750 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BN006391/index.htm
"Beautiful Perigordian house to let, Aquitaine - AD007472","Bedrooms 3, Sleeps 6",£600 to £995 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD007472/index.htm
"Apartment + Pool rental nr Beach, Marseillan - RH004043_B","Bedrooms 1, Sleeps 2, Ratings 16 9.8/10",£710 to £989 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/RH004043_B/index.htm
Rose Cottage for rent in Mayenne - Sleeps 2 - LM003633_A,"Bedrooms 2, Sleeps 4, Ratings 9 9.6/10",£440 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LM003633_A/index.htm
Large gite to let on complex in Charente - PC006033_B,"Bedrooms 4, Sleeps 10",£1120 to £1456 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PC006033_B/index.htm
Dog friendly holiday gite in rural Normandy - NM005929,"Bedrooms 3, Sleeps 6, Ratings 14 10/10",£500 to £650 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM005929/index.htm
Converted barn holiday let Maine et Loire - LL004127_B,"Bedrooms 2, Sleeps 4, Ratings 11 9.9/10",£380 to £455 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LL004127_B/index.htm
"Family friendly gite to let, rural Aquitaine - AT006069","Bedrooms 3, Sleeps 6",£600 to £1000 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AT006069/index.htm
Holiday cottage for 4 in Ariege - MA005275,"Bedrooms 2, Sleeps 4",£350 to £800 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/MA005275/index.htm
"Le Trou Normand, Gite for holiday rental Orne - NO002993_B","Bedrooms 2, Sleeps 4, Ratings 5 9.8/10",£385 to £695 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NO002993_B/index.htm
Spacious house with pool near village in Aude - RA006765,"Bedrooms 5, Sleeps 9",£1200 to £2350 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/RA006765/index.htm
Countryside holiday home near Ille et Vilaine - BI003960_A,"Bedrooms 4, Sleeps 10, Ratings 2 9.9/10",£800 to £1250 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BI003960_A/index.htm
Holiday let with private pool Peaule Brittany - BM003163,"Bedrooms 4, Sleeps 8, Ratings 9 9.7/10",£675 to £1625 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM003163/index.htm
"Gite for holiday let in Quistinic, Brittany - BM005103","Bedrooms 3, Sleeps 6, Ratings 3 10/10",£710 to £1450 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM005103/index.htm
Family farmhouse to let in Deux Sevres - PS006211,"Bedrooms 2, Sleeps 4, Ratings 2 9.3/10",£375 to £699 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PS006211/index.htm
Holiday gite in Normandy for let - NM002979,"Bedrooms 2, Sleeps 4, Ratings 2 10/10",£685 to £785 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM002979/index.htm
"Farmhouse to let with lake, Haute Vienne - UH003762","Bedrooms 3, Sleeps 6, Ratings 3 9.4/10",£995 to £1050 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/UH003762/index.htm
Mobile home for holidays in Brittany - BI007639,"Bedrooms 2, Sleeps 4",£599 to £1100 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BI007639/index.htm
"Village house to let, pool & views, Aquitaine - AT007655","Bedrooms 3, Sleeps 5",£1100 to £1275 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AT007655/index.htm
Cottage in Brittany with shared pool to let - BN004721,"Bedrooms 2, Sleeps 4",£685 to £795 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BN004721/index.htm
"Two bed gite to let, shared pool, Dordogne - AD007154","Bedrooms 2, Sleeps 4, Ratings 1 10/10",£550 to £800 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD007154/index.htm
Mobile home for holiday rental nr Avranches - NM001961_B,"Bedrooms 2, Sleeps 6",€160 to €320 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM001961_B/index.htm
Gite to let for holidays in rural Brittany - BN005190,"Bedrooms 2, Sleeps 4, Ratings 1 9.3/10",£385 to £500 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BN005190/index.htm
Gite with shared pool Loire Valley - VI003422_C,"Bedrooms 2, Sleeps 4",£320 to £979 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/VI003422_C/index.htm
A Holiday Gite for rent in Brittany - BN001327_A,"Bedrooms 1, Sleeps 4",£170 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BN001327_A/index.htm
"Large holiday house with pool, Midi Pyrenees - MG005943","Bedrooms 4, Sleeps 8",£950 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/MG005943/index.htm
"Rose cottage in Cotes d'Armor, self catering - BN003895_C","Bedrooms 6, Sleeps 16, Ratings 1 10/10",£345 to £745 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BN003895_C/index.htm
1 bedroom holiday with pool gite near Eymet - AT006594,"Bedrooms 1, Sleeps 2",£580 to £700 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AT006594/index.htm
"Holiday Cottage for 2, Limousin - UO007576","Bedrooms 1, Sleeps 2",£616 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/UO007576/index.htm
Lovely gite to let with a pool in Boutenac - PM007698,"Bedrooms 3, Sleeps 6",£600 to £1400 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PM007698/index.htm
Lovely holiday gite to let near Aubeterre - PC005584,"Bedrooms 2, Sleeps 4",£560 to £630 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PC005584/index.htm
Spacious gite to let with pool in Aquitaine - AG005818,"Bedrooms 4, Sleeps 6, Ratings 2 9.9/10",€1200 to €1550 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AG005818/index.htm
Stone Gite in rural Mayenne for rental - LM005703,"Bedrooms 2, Sleeps 5, Ratings 2 10/10",£480 to £550 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LM005703/index.htm
"Farmhouse to let, private pool, Midi Pyrenees - MT007424","Bedrooms 4, Sleeps 8",£1190 to £1820 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/MT007424/index.htm
"Lovely gite with stunning views, Loire Valley - VI005891_A","Bedrooms 1, Sleeps 2, Ratings 3 10/10",£565 to £680 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/VI005891_A/index.htm
"Chalet to let by private lake, Western Loire - LS007134","Bedrooms 2, Sleeps 4",£550 to £800 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LS007134/index.htm
Holiday lets plus heated pool near Saumur - LL001291_A,"Bedrooms 2, Sleeps 4, Ratings 4 10/10",€630 to €1080 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LL001291_A/index.htm
Beautiful cottage to let in Poitou Charentes - PC003789,"Bedrooms 2, Sleeps 5, Ratings 2 9.9/10",£350 to £550 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PC003789/index.htm
Unique holiday gite in the Dordogne - AD006178,"Bedrooms 3, Sleeps 6",£445 to £1080 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD006178/index.htm
Holiday let in Charente near Riberac - PC005064,"Bedrooms 2, Sleeps 4",£525 to £695 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PC005064/index.htm
Luxury holiday barn rental in Normandy - NM004626,"Bedrooms 2, Sleeps 4, Ratings 1 10/10",£615 to £650 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM004626/index.htm
Traditional Stone Holiday Home nr Manche - NM003999,"Bedrooms 3, Sleeps 9, Ratings 3 9.4/10",£400 to £450 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM003999/index.htm
Apartment for holiday let Charente Maritime - PM003292_B,"Bedrooms 3, Sleeps 6",£800 to £1695 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PM003292_B/index.htm
Gite for rent in Sarthe with pool - LS004050,"Bedrooms 3, Sleeps 6",£1500 to £1600 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LS004050/index.htm
Holiday gite with pool in rural Aquitaine - AT005586,"Bedrooms 1, Sleeps 2, Ratings 1 9.8/10",£375 to £525 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AT005586/index.htm
"Holiday chalet, fishing in rural Normandy - NM006485","Bedrooms 2, Sleeps 4",£290 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM006485/index.htm
Dog friendly holiday gite for 4 in Normandy - NM006414,"Bedrooms 2, Sleeps 4, Ratings 3 10/10",£350 to £485 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM006414/index.htm
"Self catering holiday let, Mid Pyrénées, Lot - ML001849","Bedrooms 4, Sleeps 8",£1750 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/ML001849/index.htm
"Holiday rural gite, shared pool, near Gomene - BN004658","Bedrooms 3, Sleeps 7",£735 to £965 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BN004658/index.htm
Breton holiday home to rent near Guingamp - BN002331,"Bedrooms 3, Sleeps 6, Ratings 5 9.8/10",£425 to £595 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BN002331/index.htm
"Holiday Gite to let in Rouille, Vienne - PV007171","Bedrooms 4, Sleeps 6",£750 to £900 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PV007171/index.htm
 - BM005283_C,"Bedrooms 1, Sleeps 2",£355 to £580 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM005283_C/index.htm
"Holiday let in rural Aquitaine, Dordorgne - AD005006","Bedrooms 2, Sleeps 5",£425 to £775 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD005006/index.htm
Cottage for holiday let St Jean-d'Angély - PM002399_A,"Bedrooms 20, Sleeps 40",£850 to £1650 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PM002399_A/index.htm
 Vendee cottage for 2 with in-ground pool - LV005498,"Bedrooms 1, Sleeps 2, Ratings 2 8.9/10",£495 to £995 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LV005498/index.htm
Tranquil gite for families to let in Soubran - PM005666,"Bedrooms 2, Sleeps 4, Ratings 1 10/10",£625 to £1095 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PM005666/index.htm
Charming Gite to let in rural Normandy - NM003083,"Bedrooms 3, Sleeps 6, Ratings 4 10/10",£434 to £634 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM003083/index.htm
Stunning farmhouse to let in Aude countryside - RA006669,"Bedrooms 6, Sleeps 12",£1499 to £3250 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/RA006669/index.htm
"Holiday villa, private pool, Languedoc - RH007645","Bedrooms 4, Sleeps 8",£1350 to £2199 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/RH007645/index.htm
Beautiful 3 acre farmhouse in rural Normandy - NM003577,"Bedrooms 5, Sleeps 8, Ratings 3 9.6/10",£750 to £995 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM003577/index.htm
Holiday gite with pool in rural Dordogne - AD005978,"Bedrooms 4, Sleeps 9, Ratings 2 7.2/10",£665 to £1610 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD005978/index.htm
Large holiday cottage in Dordogne with pool - AD004690,"Bedrooms 4, Sleeps 8",€1350 to €1990 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD004690/index.htm
Gite for holiday rental in Brittany - BM003605,"Bedrooms 3, Sleeps 7, Ratings 3 9.1/10",£400 to £695 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM003605/index.htm
Holiday accommodation plus pool in Argol - BF001630_D,"Bedrooms 2, Sleeps 4, Ratings 3 10/10",€995 to €1650 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BF001630_D/index.htm
Rural Cottage in Normandy Manche - NM003449,"Bedrooms 2, Sleeps 5, Ratings 3 8.7/10",£350 to £490 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM003449/index.htm
Large holiday cottage in rural Aquitaine - AT005038_A,"Bedrooms 3, Sleeps 8",€995 to €1995 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AT005038_A/index.htm
Large holiday gite & pool in rural Aquitaine - AT005499,"Bedrooms 4, Sleeps 10, Ratings 1 9.7/10",£1680 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AT005499/index.htm
"Cosy barn to let with private pool, Aquitaine - AD007468","Bedrooms 1, Sleeps 2, Ratings 1 10/10",£630 to £700 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD007468/index.htm
Holiday let with pool in rural Dordogne - AD005045,"Bedrooms 3, Sleeps 8",£625 to £975 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD005045/index.htm
"Large holiday let with private pool, Gironde - AG005117","Bedrooms 5, Sleeps 10",£2000 to £2650 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AG005117/index.htm
"Holiday cottage, private pool by River Lot - AT006481","Bedrooms 2, Sleeps 4",£455 to £750 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AT006481/index.htm
"Bargain gite holiday for 2, in the Charente - PC006061","Bedrooms 1, Sleeps 2, Ratings 1 10/10",£434 to £734 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PC006061/index.htm
Tranquil barn for holidays in Aquitaine - AT007354,"Bedrooms 4, Sleeps 8, Ratings 4 10/10",£1000 to £1650 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AT007354/index.htm
"Cottage let, heated pool & hot tub, Dordogne - AD007219","Bedrooms 1, Sleeps 2",£630 to £950 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD007219/index.htm
"Family friendly gite on complex, Deux Sevres - PS006117","Bedrooms 2, Sleeps 6",£800 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PS006117/index.htm
Country cottage for holidays in Brittany - BN007303,"Bedrooms 2, Sleeps 4",£295 to £385 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BN007303/index.htm
Gite with Shared Pool for Holiday in Brittany - BM002903_B,"Bedrooms 8, Sleeps 18, Ratings 3 9.4/10",€750 to €2525 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM002903_B/index.htm
Holiday gite in Aquitaine with private pool - AT004450,"Bedrooms 4, Sleeps 8, Ratings 3 10/10",£1395 to £2395 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AT004450/index.htm
Cosy gite to let in rural Normandy Manche - NM005932,"Bedrooms 3, Sleeps 6, Ratings 6 9.8/10",£500 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM005932/index.htm
Gite complex in Lussais village with pool - PS004520_B,"Bedrooms 3, Sleeps 8, Ratings 3 9.6/10",£465 to £1350 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PS004520_B/index.htm
Detached holiday rental in Midi Pyrenees - MA005110,"Bedrooms 4, Sleeps 8, Ratings 6 9.7/10",£995 to £1995 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/MA005110/index.htm
Self catering holiday property near Gurs - AP003858,"Bedrooms 4, Sleeps 10",£1800 to £2800 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AP003858/index.htm
18th century farmhouse to let in Deux Sevres - PS006183,"Bedrooms 4, Sleeps 9, Ratings 1 9.7/10",£1480 to £1680 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PS006183/index.htm
Renovated gite for family holidays in Begard - BN004790,"Bedrooms 2, Sleeps 4",£525 to £945 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BN004790/index.htm
Self catering cottage rental nr Saumur - LL004095,"Bedrooms 2, Sleeps 4, Ratings 3 9.6/10",£395 to £520 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LL004095/index.htm
"Holiday rental gites, St Jean d'Angely 18km - PM002601_A","Bedrooms 2, Sleeps 4, Ratings 1 10/10",£525 to £725 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PM002601_A/index.htm
"Villa with pool & jacuzzi, Charente Maritime - PM006159_B","Bedrooms 4, Sleeps 10",€881 to €2906 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PM006159_B/index.htm
"Large holiday let with pool, rural Aquitaine - AG005987","Bedrooms 7, Sleeps 14",£1995 to £4895 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AG005987/index.htm
Tranquil holiday cottage to let in Gers - MG005322,"Bedrooms 3, Sleeps 8, Ratings 1 10/10",£1057 to £2471 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/MG005322/index.htm
Holiday gite on small complex in SW France - PC005113,"Bedrooms 5, Sleeps 12",£695 to £1800 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PC005113/index.htm
"Luxury villa to let, pool & Jacuzzi, Dordogne - AD006603","Bedrooms 6, Sleeps 12, Ratings 2 9.9/10",£850 to £3250 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD006603/index.htm
Gite with Shared Pool for Holiday in Brittany - BM002903_B,"Bedrooms 5, Sleeps 12, Ratings 3 9.4/10",€1195 to €2525 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM002903_B/index.htm
Holiday gite with pool in Dordogne vineyard - AD005984,"Bedrooms 3, Sleeps 8, Ratings 3 9.9/10",€560 to €1400 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD005984/index.htm
Large Vendée holiday let with heated pools - LV005293,"Bedrooms 5, Sleeps 11, Ratings 3 9.1/10",£1150 to £2150 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LV005293/index.htm
Holiday Gite and pool to let in Languedoc - RH007415,"Bedrooms 4, Sleeps 8",£1155 to £1750 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/RH007415/index.htm
"Les Etables rental nr Pons, Charente Maritime - PM001976_B","Bedrooms 6, Sleeps 12",€1750 to €3350 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PM001976_B/index.htm
"Holiday house, private pool, Languedoc - RA007706","Bedrooms 4, Sleeps 9",£875 to £1498 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/RA007706/index.htm
Holiday house near to beaches in Normandy - NM007450,"Bedrooms 4, Sleeps 8",£850 to £920 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM007450/index.htm
Rural gite to let for holidays in Serigny - PV005855,"Bedrooms 2, Sleeps 4",£455 to £644 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PV005855/index.htm
"Perigordine house with pool to let, Aquitaine - AD007535","Bedrooms 5, Sleeps 12",£1600 to £2500 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD007535/index.htm
Tranquil Gite in heart of rural Brittany - BN005624,"Bedrooms 3, Sleeps 6",£780 to £980 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BN005624/index.htm
Holiday cottage in quiet rural Loire Valley - VE004803,"Bedrooms 2, Sleeps 5, Ratings 2 10/10",£375 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/VE004803/index.htm
Lovely holiday cottage in Correze - UO005079,"Bedrooms 3, Sleeps 5",£350 to £500 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/UO005079/index.htm
Charming holiday cottage to let on Ile de Re - PM006898,"Bedrooms 1, Sleeps 4",£830 to £1400 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PM006898/index.htm
Holiday gite with heated pool in Dordogne - AD006989_A,"Bedrooms 3, Sleeps 6, Ratings 1 10/10",£995 to £1395 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD006989_A/index.htm
Holiday cottage in Brittany - BM005922,"Bedrooms 2, Sleeps 4, Ratings 2 9.8/10",£500 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM005922/index.htm
Holiday cottage in Brittany - BM007540,"Bedrooms 2, Sleeps 5, Ratings 1 9.2/10",£350 to £450 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM007540/index.htm
Holiday Farmhouse nr Aubeterre sur Drone - PC007461,"Bedrooms 3, Sleeps 8",£900 to £1200 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PC007461/index.htm
"House to let, private pool, rural Charente - PC007247","Bedrooms 3, Sleeps 6, Ratings 1 8.5/10",£658 to £1155 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PC007247/index.htm
Holiday cottage to rent in Brittany - BM002070_B,"Bedrooms 2, Sleeps 4",£350 to £775 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM002070_B/index.htm
"Farmhouse with private pool to let, Brittany - BM003862_A","Bedrooms 4, Sleeps 8, Ratings 2 9.8/10",£650 to £1350 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM003862_A/index.htm
Holiday let in gite complex near Carlux - AD004978,"Bedrooms 1, Sleeps 4",£340 to £700 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD004978/index.htm
3 Star Holiday Gite in Dordogne Hamlet - AD006364,"Bedrooms 2, Sleeps 6",£750 to £1300 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD006364/index.htm
Mobile home for holiday rental nr Avranches - NM001961_A,"Bedrooms 5, Sleeps 14",€160 to €350 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM001961_A/index.htm
Holiday cottage to let near Rocamadour - ML006865,"Bedrooms 3, Sleeps 5, Ratings 1 10/10",£380 to £980 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/ML006865/index.htm
Beautiful house and pool to let in Gournay - PS005292,"Bedrooms 4, Sleeps 8, Ratings 4 9.9/10",£1295 to £2275 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PS005292/index.htm
Holiday gite with pool in peaceful Aquitaine - AD006883,"Bedrooms 3, Sleeps 6",£600 to £1400 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD006883/index.htm
Large holiday villa in rural Midi Pyrenees - MT005141,"Bedrooms 4, Sleeps 12, Ratings 2 8.9/10",£550 to £1400 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/MT005141/index.htm
Family gite accommodation nr St Jean-d'Angély - PM002197_B,"Bedrooms 3, Sleeps 6",£475 to £995 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PM002197_B/index.htm
Mobile Home for 4 to let on Vendée coast - LV005263_B,"Bedrooms 2, Sleeps 4, Ratings 1 10/10",£180 to £530 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LV005263_B/index.htm
"Stone Farmhouse, shared pool in Cotes d'Armor - BN003487_B","Bedrooms 6, Sleeps 16",£350 to £1250 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BN003487_B/index.htm
"House for holiday lets, St Fraigne Charente - PC002603","Bedrooms 3, Sleeps 7, Ratings 12 9.3/10",£455 to £595 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PC002603/index.htm
Holiday cottage with pool in Western Loire - LV006634_B,"Bedrooms 2, Sleeps 4, Ratings 2 10/10",£504 to £1183 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LV006634_B/index.htm
Cottage in Limousin for holidays - UO005616,"Bedrooms 2, Sleeps 4, Ratings 1 10/10",£350 to £490 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/UO005616/index.htm
Pretty gite to let in peaceful Loire Valley - VI006135,"Bedrooms 1, Sleeps 2, Ratings 2 10/10",£425 to £725 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/VI006135/index.htm
Holiday cottage for rental in Brittany - BN002739_A,"Bedrooms 5, Sleeps 14, Ratings 4 9.7/10",£500 to £1450 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BN002739_A/index.htm
Holiday cottage to let in the Loire Valley - VI005054,"Bedrooms 2, Sleeps 4, Ratings 1 9.8/10",£489 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/VI005054/index.htm
Holiday gites with pool for rental Dordogne - AD000161_B,"Bedrooms 2, Sleeps 5",£370 to £870 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD000161_B/index.htm
Lovely Cottages To Let In Normandy - NM007227_A,"Bedrooms 4, Sleeps 7",€1120 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM007227_A/index.htm
"Large holiday farmhouse to rent, near Saumur - LL004359","Bedrooms 4, Sleeps 10",£850 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LL004359/index.htm
"Riverside luxury gites with pool, Dordogne - AD004591","Bedrooms 3, Sleeps 6, Ratings 1 10/10",£880 to £1700 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD004591/index.htm
Renovated house & pool to let in Loire Valley - VI005891_B,"Bedrooms 2, Sleeps 5",£720 to £970 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/VI005891_B/index.htm
"Holiday gite in Brittany, shared pool - BI003636_A","Bedrooms 2, Sleeps 5, Ratings 4 9.9/10",£300 to £400 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BI003636_A/index.htm
Large holiday let with pool in rural Dordogne - AD005061,"Bedrooms 4, Sleeps 8, Ratings 3 10/10",£700 to £1400 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD005061/index.htm
"Renovated farmhouse holiday let, Brittany - BM004186","Bedrooms 3, Sleeps 7, Ratings 3 9.3/10",£750 to £1345 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM004186/index.htm
